CURRENT_ENERGY_RATING,below_c,LODGEMENT_DATE,PROPERTY_TYPE,BUILT_FORM,AGE_BAND_CLEAN,TOTAL_FLOOR_AREA,NUMBER_HABITABLE_ROOMS,MAIN_FUEL_CAT,GLAZED_AREA,WALL_CATEGORY,ROOF_CATEGORY,WINDOW_CATEGORY,HEATING_CATEGORY,LOW_ENERGY_LIGHTING,MECHANICAL_VENTILATION,REPORT_TYPE,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,FLOOR_HEIGHT
D,1,2022-01-12,House,Mid-Terrace,1900-1929,80.0,5.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.53
D,1,2022-01-13,House,Mid-Terrace,before 1900,60.0,4.0,Mains gas,Normal,No insulation,300+ mm,Full double glazing,Gas boiler,88.0,natural,100,0.0,N,2.5
G,1,2022-01-13,House,Mid-Terrace,before 1900,51.0,4.0,Other,Normal,No insulation,No insulation,Partial/mostly double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.42
D,1,2022-01-13,House,Mid-Terrace,before 1900,71.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,88.0,natural,100,0.0,N,2.59
C,0,2022-01-13,House,Mid-Terrace,1950-1966,744.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,75.0,natural,100,0.0,N,2.44
D,1,2022-01-13,House,Mid-Terrace,before 1900,121.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,67.0,natural,100,0.0,N,2.66
D,1,2022-01-13,House,End-Terrace,1900-1929,60.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.44
C,0,2022-01-13,House,Detached,2003-2006,90.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.36
D,1,2022-01-13,House,Semi-Detached,1983-1990,87.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Partial/mostly double glazing,Gas boiler,90.0,natural,100,0.0,N,2.36
A,0,2022-01-13,House,Detached,2012 onwards,143.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.33
D,1,2022-01-14,House,Mid-Terrace,before 1900,140.0,7.0,Mains gas,Normal,No insulation,<100 mm,Partial/mostly double glazing,Gas boiler,81.0,natural,100,0.0,N,2.76
C,0,2022-01-14,House,Semi-Detached,1983-1990,115.0,6.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,75.0,natural,100,0.0,N,2.36
D,1,2022-01-14,Flat,End-Terrace,1950-1966,47.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.39
B,0,2022-01-14,Flat,End-Terrace,2012 onwards,59.0,,Electricity,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,2.4
B,0,2022-01-14,Flat,Mid-Terrace,2012 onwards,57.0,,Electricity,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,2.4
C,0,2022-01-14,House,End-Terrace,1950-1966,62.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,75.0,natural,100,0.0,N,2.49
C,0,2022-01-14,Flat,Mid-Terrace,1900-1929,36.0,2.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.67
C,0,2022-01-14,Flat,Detached,1967-1975,64.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,25.0,natural,100,0.0,N,2.44
D,1,2022-01-14,House,Mid-Terrace,1950-1966,85.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,70.0,natural,100,0.0,N,2.45
B,0,2022-01-14,Flat,Mid-Terrace,2012 onwards,57.0,,Electricity,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,2.4
B,0,2022-01-14,Flat,Mid-Terrace,2012 onwards,67.0,,Electricity,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,2.4
C,0,2022-01-14,Bungalow,Semi-Detached,1983-1990,65.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,13.0,natural,100,0.0,N,2.36
C,0,2022-01-14,Flat,Detached,1930-1949,45.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.48
D,1,2022-01-14,House,Mid-Terrace,1900-1929,88.0,4.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,78.0,natural,100,0.0,N,2.51
C,0,2022-01-14,Flat,End-Terrace,2012 onwards,53.0,,Electricity,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,3.1
D,1,2022-01-14,House,Mid-Terrace,1900-1929,78.0,5.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.41
B,0,2022-01-14,Flat,End-Terrace,2012 onwards,89.0,,Electricity,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,2.4
B,0,2022-01-14,Flat,Mid-Terrace,2012 onwards,42.0,,Electricity,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,2.4
C,0,2022-01-14,Flat,End-Terrace,2012 onwards,71.0,,Electricity,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,2.4
B,0,2022-01-14,Flat,Mid-Terrace,2012 onwards,57.0,,Electricity,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,2.4
C,0,2022-01-14,Flat,End-Terrace,2012 onwards,54.0,,Electricity,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,3.1
C,0,2022-01-15,Flat,Semi-Detached,1950-1966,49.0,3.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,89.0,natural,100,0.0,N,2.41
C,0,2022-01-17,House,Semi-Detached,1950-1966,138.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,71.0,natural,100,0.0,N,2.4
D,1,2022-01-17,House,End-Terrace,1950-1966,76.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,88.0,natural,100,0.0,N,2.52
C,0,2022-01-17,Flat,Mid-Terrace,1976-1982,39.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Single glazing,Gas boiler,100.0,natural,100,0.0,N,2.28
C,0,2022-01-17,House,Mid-Terrace,1900-1929,52.0,5.0,Mains gas,Normal,No insulation,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.43
C,0,2022-01-17,Flat,Detached,1967-1975,65.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,86.0,natural,100,0.0,N,2.4
C,0,2022-01-17,House,Semi-Detached,1950-1966,81.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,86.0,natural,100,0.0,N,2.38
C,0,2022-01-17,Flat,Detached,1976-1982,90.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.2
E,1,2022-01-17,House,Mid-Terrace,1976-1982,120.0,7.0,Mains gas,Normal,Partial/limited insulation,Limited insulation,Full double glazing,Electric storage heaters,88.0,natural,100,0.0,N,2.4
D,1,2022-01-17,House,Mid-Terrace,1900-1929,91.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,86.0,natural,100,0.0,N,2.5
C,0,2022-01-17,Flat,Detached,1930-1949,45.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,67.0,natural,100,0.0,N,2.48
C,0,2022-01-17,House,Mid-Terrace,before 1900,68.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.54
E,1,2022-01-17,House,Detached,before 1900,165.0,7.0,Mains gas,Normal,Insulated,100-199 mm,Partial/mostly double glazing,Gas boiler,52.0,natural,100,0.0,N,2.6
C,0,2022-01-17,Flat,Detached,1967-1975,59.0,3.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,60.0,natural,100,0.0,N,2.52
C,0,2022-01-17,Flat,Semi-Detached,1950-1966,56.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.44
C,0,2022-01-17,Flat,Semi-Detached,1967-1975,71.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,11.0,natural,100,0.0,N,2.45
D,1,2022-01-17,House,End-Terrace,1900-1929,90.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
D,1,2022-01-17,Flat,Semi-Detached,1900-1929,60.0,2.0,Mains gas,Normal,No insulation,300+ mm,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.3
C,0,2022-01-17,House,End-Terrace,1950-1966,71.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.46
D,1,2022-01-18,Flat,Semi-Detached,1950-1966,55.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,38.0,natural,100,0.0,N,2.42
C,0,2022-01-18,House,Mid-Terrace,1900-1929,65.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,70.0,natural,100,0.0,N,2.4
C,0,2022-01-18,House,Mid-Terrace,before 1900,65.0,4.0,Mains gas,Normal,No insulation,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.32
C,0,2022-01-18,House,Mid-Terrace,1950-1966,71.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,75.0,natural,100,0.0,N,2.44
D,1,2022-01-18,House,Mid-Terrace,2012 onwards,68.0,,Electricity,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,2.3
C,0,2022-01-18,House,Semi-Detached,1950-1966,125.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,85.0,natural,100,0.0,N,2.4
D,1,2022-01-18,House,Semi-Detached,1967-1975,67.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,89.0,natural,100,0.0,N,2.32
C,0,2022-01-18,Flat,Semi-Detached,1983-1990,58.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,14.0,natural,100,0.0,N,2.32
D,1,2022-01-18,Flat,End-Terrace,1983-1990,34.0,2.0,Electricity,Normal,Insulated,<100 mm,Full double glazing,Electric storage heaters,100.0,natural,100,0.0,N,2.34
E,1,2022-01-18,Flat,Semi-Detached,before 1900,39.0,2.0,Electricity,Normal,No insulation,200-299 mm,Full double glazing,Electric storage heaters,50.0,natural,100,0.0,N,2.6
C,0,2022-01-18,House,Semi-Detached,2007-2011,73.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,80.0,natural,100,0.0,N,2.35
D,1,2022-01-18,House,Mid-Terrace,1900-1929,70.0,5.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,70.0,natural,100,0.0,N,2.4
C,0,2022-01-19,Flat,Mid-Terrace,1900-1929,49.0,2.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.9
C,0,2022-01-19,Flat,Detached,1976-1982,68.0,3.0,Mains gas,Normal,Partial/limited insulation,No exposed roof / premises above,Full double glazing,Gas boiler,57.0,natural,100,0.0,N,2.38
C,0,2022-01-19,Flat,Detached,1976-1982,59.0,3.0,Gas - community,Normal,Insulated,200-299 mm,Full double glazing,Community heating,100.0,natural,100,0.0,N,2.5
D,1,2022-01-19,Flat,Mid-Terrace,1900-1929,83.0,4.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.94
C,0,2022-01-19,Flat,Enclosed Mid-Terrace,2003-2006,53.0,3.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,71.0,natural,100,0.0,N,2.16
C,0,2022-01-19,Flat,Mid-Terrace,1983-1990,61.0,2.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,43.0,natural,100,0.0,N,2.36
D,1,2022-01-19,Flat,Mid-Terrace,1900-1929,60.0,2.0,Mains gas,Much Less Than Typical,No insulation,No insulation,Full double glazing,Gas boiler,83.0,natural,100,0.0,N,2.2
D,1,2022-01-19,Flat,End-Terrace,1930-1949,58.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Single glazing,Gas boiler,100.0,natural,100,0.0,N,2.44
D,1,2022-01-19,Bungalow,Mid-Terrace,1983-1990,45.0,2.0,Gas - community,Normal,Insulated,200-299 mm,Full double glazing,Community heating,80.0,natural,100,0.0,N,2.35
C,0,2022-01-20,House,Mid-Terrace,1930-1949,71.0,5.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,56.0,natural,100,0.0,N,2.45
C,0,2022-01-20,House,Mid-Terrace,before 1900,71.0,5.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,82.0,natural,100,0.0,N,2.62
C,0,2022-01-20,Flat,Mid-Terrace,1930-1949,58.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.5
D,1,2022-01-20,Flat,End-Terrace,2007-2011,41.0,1.0,Electricity,Normal,Insulated,Insulated - unspecified,Full double glazing,Electric underfloor,57.0,natural,100,0.0,N,2.35
B,0,2022-01-20,House,Detached,2012 onwards,155.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.33
E,1,2022-01-20,House,End-Terrace,before 1900,67.0,4.0,Electricity,Normal,No insulation,200-299 mm,Full double glazing,Electric storage heaters,22.0,natural,100,0.0,N,2.48
D,1,2022-01-20,House,Mid-Terrace,1950-1966,97.0,4.0,Mains gas,Normal,Insulated,No insulation,Full double glazing,Gas boiler,71.0,natural,100,0.0,N,2.29
D,1,2022-01-20,House,Detached,1967-1975,98.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,29.0,natural,100,0.0,N,2.37
D,1,2022-01-20,House,Mid-Terrace,before 1900,112.0,5.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,23.0,natural,100,0.0,N,2.59
C,0,2022-01-20,House,Mid-Terrace,1996-2002,102.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,67.0,natural,100,0.0,N,2.3
C,0,2022-01-20,Flat,Detached,1976-1982,59.0,3.0,Mains gas,Normal,Partial/limited insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.35
D,1,2022-01-21,House,Mid-Terrace,before 1900,69.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,63.0,natural,100,0.0,N,2.44
C,0,2022-01-21,Flat,End-Terrace,1967-1975,42.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,14.0,natural,100,0.0,N,2.42
B,0,2022-01-21,House,Detached,2012 onwards,226.0,,Electricity,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Heat pump,100.0,Unknown,101,,Unknown,2.39
C,0,2022-01-21,Flat,Semi-Detached,1967-1975,59.0,3.0,Gas - community,Normal,Insulated,No exposed roof / premises above,Full double glazing,Community heating,38.0,natural,100,0.0,N,2.38
C,0,2022-01-21,House,Mid-Terrace,2007-2011,76.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,Y,2.33
D,1,2022-01-21,House,Semi-Detached,1930-1949,82.0,5.0,Mains gas,Normal,No insulation,Insulated - unspecified,Full double glazing,Gas boiler,80.0,natural,100,0.0,N,2.46
C,0,2022-01-21,House,Semi-Detached,1900-1929,193.0,7.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.73
D,1,2022-01-21,House,Mid-Terrace,before 1900,65.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,67.0,natural,100,0.0,N,2.5
C,0,2022-01-21,Bungalow,Semi-Detached,1950-1966,87.0,4.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.39
D,1,2022-01-21,House,Mid-Terrace,before 1900,82.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,75.0,natural,100,0.0,N,2.37
C,0,2022-01-21,House,End-Terrace,1930-1949,71.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,67.0,natural,100,0.0,Y,2.48
C,0,2022-01-21,Flat,Mid-Terrace,1991-1995,61.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric storage heaters,100.0,natural,100,0.0,N,2.38
D,1,2022-01-22,House,Detached,1950-1966,180.0,7.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,28.0,natural,100,0.0,N,2.65
C,0,2022-01-22,House,Mid-Terrace,1900-1929,74.0,4.0,Mains gas,Normal,No insulation,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.6
C,0,2022-01-23,Flat,End-Terrace,1976-1982,57.0,2.0,Mains gas,Normal,Partial/limited insulation,Limited insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.31
B,0,2022-01-24,Flat,End-Terrace,2012 onwards,63.0,,Electricity,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,2.4
C,0,2022-01-24,Maisonette,Mid-Terrace,1967-1975,75.0,4.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,40.0,natural,100,0.0,N,2.35
D,1,2022-01-24,House,Mid-Terrace,1930-1949,93.0,5.0,Electricity,Normal,Insulated,200-299 mm,Full double glazing,Electric storage heaters,90.0,natural,100,0.0,N,2.53
D,1,2022-01-24,Flat,Semi-Detached,1950-1966,37.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,20.0,natural,100,0.0,N,2.44
D,1,2022-01-24,Bungalow,End-Terrace,1983-1990,46.0,2.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,80.0,natural,100,0.0,N,2.55
C,0,2022-01-24,Bungalow,Mid-Terrace,1976-1982,54.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.36
D,1,2022-01-24,House,Semi-Detached,1900-1929,79.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,88.0,natural,100,0.0,N,2.41
C,0,2022-01-24,Flat,Detached,1950-1966,58.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,38.0,natural,100,0.0,N,2.42
D,1,2022-01-24,Flat,Detached,before 1900,36.0,2.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.31
C,0,2022-01-24,Flat,Mid-Terrace,1967-1975,46.0,2.0,Gas - community,Normal,Insulated,200-299 mm,Full double glazing,Community heating,67.0,natural,100,0.0,N,2.38
D,1,2022-01-24,House,Mid-Terrace,before 1900,72.0,5.0,Mains gas,Normal,No insulation,300+ mm,Full double glazing,Gas boiler,45.0,natural,100,0.0,N,2.5
C,0,2022-01-24,Flat,Semi-Detached,1967-1975,46.0,2.0,Gas - community,Normal,Insulated,100-199 mm,Full double glazing,Community heating,83.0,natural,100,0.0,N,2.36
C,0,2022-01-24,House,Semi-Detached,1930-1949,103.0,6.0,Electricity,Normal,Insulated,Other/unknown,Full double glazing,Heat pump,100.0,natural,100,0.0,N,2.41
D,1,2022-01-25,House,Mid-Terrace,1900-1929,120.0,7.0,Mains gas,Normal,No insulation,200-299 mm,Partial/mostly double glazing,Gas boiler,89.0,natural,100,0.0,N,2.3
D,1,2022-01-25,House,Mid-Terrace,before 1900,145.0,6.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,70.0,natural,100,0.0,N,2.47
D,1,2022-01-25,House,Semi-Detached,1950-1966,88.0,4.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,88.0,natural,100,0.0,N,2.44
C,0,2022-01-25,Flat,Semi-Detached,1976-1982,63.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.41
C,0,2022-01-25,House,Mid-Terrace,before 1900,63.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,88.0,natural,100,0.0,N,2.54
D,1,2022-01-25,House,Mid-Terrace,before 1900,70.0,3.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,93.0,natural,100,0.0,N,2.48
D,1,2022-01-25,House,Mid-Terrace,1900-1929,77.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,73.0,natural,100,0.0,N,2.6
C,0,2022-01-25,House,Mid-Terrace,1983-1990,55.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,83.0,natural,100,0.0,N,2.28
C,0,2022-01-25,House,Mid-Terrace,1950-1966,96.0,6.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,92.0,natural,100,0.0,N,2.33
C,0,2022-01-25,Flat,Detached,1976-1982,71.0,4.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,56.0,natural,100,0.0,N,2.39
F,1,2022-01-25,House,End-Terrace,before 1900,65.0,3.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,17.0,natural,100,0.0,N,2.4
B,0,2022-01-25,House,Detached,2012 onwards,107.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.42
C,0,2022-01-26,Flat,Mid-Terrace,1976-1982,43.0,2.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.37
D,1,2022-01-26,House,Mid-Terrace,before 1900,77.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,82.0,natural,100,0.0,N,2.52
C,0,2022-01-26,House,Mid-Terrace,1976-1982,79.0,5.0,Mains gas,Normal,Insulated,Limited insulation,Full double glazing,Gas boiler,82.0,natural,100,0.0,N,2.37
B,0,2022-01-26,Flat,Mid-Terrace,1976-1982,42.0,2.0,Gas - community,Normal,Insulated,No exposed roof / premises above,Full double glazing,Community heating,100.0,natural,100,0.0,N,2.44
C,0,2022-01-26,House,Mid-Terrace,before 1900,168.0,6.0,Mains gas,Normal,No insulation,Insulated - unspecified,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.7
D,1,2022-01-26,Flat,Mid-Terrace,1967-1975,44.0,2.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.32
D,1,2022-01-26,House,Mid-Terrace,before 1900,73.0,4.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,29.0,natural,100,0.0,N,2.46
C,0,2022-01-26,House,Mid-Terrace,1930-1949,74.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.49
C,0,2022-01-26,Flat,Semi-Detached,1976-1982,43.0,3.0,Mains gas,Normal,Partial/limited insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
D,1,2022-01-26,Bungalow,Mid-Terrace,1983-1990,42.0,2.0,Electricity,Normal,Insulated,200-299 mm,Full double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.35
C,0,2022-01-26,Flat,Semi-Detached,1950-1966,50.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.45
D,1,2022-01-26,Bungalow,End-Terrace,1983-1990,42.0,2.0,Electricity,Normal,Insulated,200-299 mm,Full double glazing,Electric storage heaters,75.0,natural,100,0.0,N,2.5
B,0,2022-01-26,House,Detached,2012 onwards,79.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.33
C,0,2022-01-26,Flat,Semi-Detached,1983-1990,72.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.2
C,0,2022-01-26,House,Mid-Terrace,before 1900,73.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.54
F,1,2022-01-26,House,Detached,1900-1929,111.0,5.0,Electricity,Normal,No insulation,300+ mm,Full double glazing,Electric storage heaters,25.0,natural,100,0.0,N,2.54
